MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolArea,PoolQC,Fence,MiscFeature,YrSold,SaleType,SalePrice
RL,81.0,10944,,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1994,1994,Gable,VinylSd,VinylSd,BrkFace,448.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,1000,Unf,223,1223,GasA,AboveAvg,Y,SBrkr,1223,904,2127,1,2,1,3,AboveAvg,5,Typ,2,Avg,Attchd,1994.0,RFn,2,525,Avg,Avg,Y,171,132,0,,,,2008,WD,271000
RL,55.0,10780,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,SLvl,5,5,1976,1976,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,Av,ALQ,483,Unf,428,911,GasA,AboveAvg,Y,SBrkr,954,0,954,0,1,0,3,Avg,6,Typ,0,,Detchd,1976.0,Unf,2,576,Avg,Avg,Y,0,0,0,,,,2006,WD,132500
RM,69.0,9142,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,6,8,1910,1950,Gable,other,other,None,0.0,Avg,BelowAvg,other,BelowAvg,Avg,No,Unf,0,Unf,1020,1020,GasA,AboveAvg,N,FuseP,908,1020,1928,0,2,0,4,BelowAvg,9,Typ,0,,Detchd,1910.0,Unf,1,440,BelowAvg,BelowAvg,Y,0,60,0,,,,2006,WD,137000
RM,50.0,6000,,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,4,7,1954,2000,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,901,901,GasA,AboveAvg,Y,SBrkr,901,0,901,0,1,0,2,Avg,4,Typ,0,,Detchd,1954.0,Unf,1,281,BelowAvg,Avg,Y,0,0,0,,,,2008,WD,107900
RM,59.0,8263,,Reg,Bnk,Inside,Mod,IDOTRR,Norm,1Fam,1Story,6,5,1920,1950,Gable,BrkFace,BrkFace,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,Unf,0,Unf,1012,1012,GasA,Avg,Y,FuseA,1012,0,1012,0,1,0,2,Avg,6,Typ,1,AboveAvg,Detchd,1920.0,Unf,1,308,Avg,Avg,Y,0,22,0,,MnPrv,,2007,WD,118400
RL,100.0,34650,,Reg,Bnk,Inside,Gtl,Gilbert,Norm,2fmCon,1Story,5,5,1955,1955,Hip,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,Avg,Mn,Rec,1056,Unf,0,1056,GasA,Avg,N,SBrkr,1056,0,1056,1,1,0,3,Avg,5,Typ,0,,Attchd,1955.0,Fin,2,572,Avg,Avg,Y,264,0,0,,,,2006,WD,145000
RL,80.0,17120,,Reg,Lvl,Inside,Gtl,ClearCr,Feedr,1Fam,1.5Fin,4,4,1959,1959,Gable,other,Plywood,None,0.0,Avg,Avg,CBlock,,,,,0,,0,0,GasA,Avg,Y,SBrkr,1120,468,1588,0,2,0,4,Avg,7,Min2,1,AboveAvg,Detchd,1991.0,Fin,2,680,Avg,Avg,N,0,59,0,,,,2008,WD,134432
RL,60.0,7500,,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,Avg,Avg,No,Unf,0,Unf,994,994,GasA,AboveAvg,Y,SBrkr,1028,776,1804,0,2,1,3,AboveAvg,7,Typ,1,Avg,Attchd,1999.0,Fin,2,442,Avg,Avg,Y,140,60,0,,,,2010,WD,189000
RL,63.0,8199,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2005,2005,Gable,other,Wd Shng,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,648,Unf,80,728,GasA,AboveAvg,Y,SBrkr,728,728,1456,1,2,1,3,AboveAvg,7,Typ,1,AboveAvg,Attchd,2005.0,Fin,2,410,Avg,Avg,Y,36,18,0,,,,2008,WD,189000
RL,88.0,13125,,Reg,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,4,1957,2000,Gable,Wd Sdng,Wd Sdng,BrkCmn,67.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,168,BLQ,284,1134,GasA,AboveAvg,Y,SBrkr,1803,0,1803,1,2,0,3,Avg,8,Maj1,1,Avg,Attchd,1957.0,RFn,2,484,Avg,Avg,Y,0,0,0,,GdPrv,,2006,WD,155000
RL,57.0,8280,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1950,1950,Gable,BrkFace,BrkFace,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,932,932,GasA,AboveAvg,Y,FuseA,932,0,932,0,1,0,2,AboveAvg,4,Typ,1,AboveAvg,Attchd,1950.0,Unf,1,306,Avg,Avg,Y,0,0,0,,GdPrv,,2007,WD,124000
RM,60.0,6180,,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1Story,6,5,1926,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,Unf,0,Unf,960,960,GasA,Avg,N,SBrkr,986,0,986,0,1,0,2,Avg,5,Typ,1,AboveAvg,Detchd,1926.0,Unf,1,180,Avg,Avg,Y,0,128,0,,,,2007,WD,102000
RM,24.0,1950,,Reg,Lvl,Inside,Gtl,other,Norm,Twnhs,2Story,6,6,1980,1980,Gable,MetalSd,MetalSd,None,0.0,Avg,AboveAvg,CBlock,AboveAvg,Avg,No,LwQ,81,GLQ,23,716,GasA,Avg,Y,SBrkr,716,840,1556,1,2,1,3,Avg,6,Typ,1,Avg,Attchd,1980.0,Fin,2,452,Avg,Avg,Y,161,0,0,,GdPrv,,2008,other,151000
RL,59.0,16466,,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,MetalSd,MetalSd,None,0.0,Avg,AboveAvg,PConc,Avg,Avg,No,Unf,0,Unf,816,816,GasA,Avg,Y,SBrkr,872,521,1393,0,1,1,3,Avg,8,Typ,0,,Attchd,1955.0,Unf,1,300,Avg,Avg,Y,121,0,0,,,,2008,WD,135500
RL,71.0,7056,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,415.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,400,Unf,380,780,GasA,Avg,Y,SBrkr,983,813,1796,1,1,1,4,Avg,8,Typ,1,Avg,Attchd,1963.0,RFn,2,483,Avg,Avg,Y,0,50,0,,,,2008,WD,140000
RL,34.0,5381,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,Stone,135.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,ALQ,900,Unf,406,1306,GasA,AboveAvg,Y,SBrkr,1306,0,1306,1,2,0,1,AboveAvg,5,Typ,1,AboveAvg,Attchd,2005.0,RFn,2,624,Avg,Avg,Y,170,63,0,,,,2009,WD,196000
RL,85.0,13400,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,1047.0,Avg,Avg,CBlock,Avg,Avg,Av,ALQ,516,BLQ,380,1024,GasA,Avg,Y,SBrkr,1086,0,1086,1,1,0,3,Avg,6,Typ,1,AboveAvg,Attchd,1966.0,RFn,2,484,Avg,Avg,Y,0,0,0,,GdWo,,2006,WD,159950
RL,60.0,8400,,Reg,Bnk,Inside,Gtl,other,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,Wd Sdng,MetalSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,LwQ,388,Unf,552,940,GasA,AboveAvg,Y,SBrkr,1192,403,1595,0,1,0,2,Avg,6,Typ,2,AboveAvg,Attchd,1940.0,Unf,1,240,Avg,Avg,Y,0,0,0,,,,2006,WD,140000
RL,94.0,10402,,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,1226,1226,GasA,AboveAvg,Y,SBrkr,1226,0,1226,0,2,0,3,AboveAvg,6,Typ,0,,Attchd,2009.0,RFn,3,740,Avg,Avg,Y,0,36,0,,,,2010,WD,198900
RM,21.0,1680,,Reg,Lvl,Inside,Gtl,other,Norm,Twnhs,2Story,6,5,1972,1972,Gable,HdBoard,HdBoard,BrkFace,297.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,483,483,GasA,Avg,Y,SBrkr,483,504,987,0,1,1,2,Avg,5,Typ,1,BelowAvg,Attchd,1972.0,Unf,1,288,Avg,Avg,Y,0,0,0,,,,2006,WD,94500
RL,67.0,12354,Grvl,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,Avg,BelowAvg,Mn,Unf,0,Unf,684,684,GasA,AboveAvg,Y,SBrkr,684,512,1196,0,1,0,3,AboveAvg,7,Typ,0,,Detchd,2005.0,Unf,2,528,Avg,Avg,Y,0,46,0,,GdPrv,Shed,2009,other,110000
RL,74.0,7844,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,2Story,6,7,1978,1978,Hip,HdBoard,HdBoard,BrkFace,203.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,209,Unf,463,672,GasA,Avg,Y,SBrkr,672,728,1400,0,1,1,3,Avg,6,Typ,1,Avg,Attchd,1978.0,Fin,2,440,Avg,Avg,Y,0,0,0,,,,2006,WD,149500
RL,65.0,8450,,Reg,Lvl,Inside,Gtl,Sawyer,RR,1Fam,1Story,5,8,1965,2009,Gable,MetalSd,MetalSd,None,0.0,Avg,AboveAvg,CBlock,Avg,Avg,No,GLQ,553,BLQ,224,894,GasA,AboveAvg,Y,SBrkr,894,0,894,1,1,0,3,Avg,5,Typ,1,AboveAvg,Detchd,1973.0,Unf,1,336,Avg,Avg,Y,416,144,0,,MnPrv,,2010,WD,138500
RL,60.0,13515,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,2Story,6,6,1919,1950,other,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,PConc,Avg,Avg,No,Unf,0,Unf,764,764,GasA,AboveAvg,Y,FuseA,1060,764,1824,0,1,0,3,Avg,8,Typ,1,AboveAvg,Detchd,1940.0,Unf,2,520,Avg,Avg,N,0,0,0,,GdPrv,,2007,WD,180500
RL,129.0,16737,,Reg,Lvl,other,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,66.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,1447,Unf,533,1980,GasA,AboveAvg,Y,SBrkr,1980,0,1980,1,2,0,3,AboveAvg,8,Typ,1,AboveAvg,Attchd,2004.0,Fin,3,770,Avg,Avg,Y,194,45,0,,,,2006,WD,315000
RM,60.0,7740,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,4,7,1910,1950,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,CBlock,BelowAvg,Avg,No,Unf,0,Unf,622,622,GasA,AboveAvg,Y,SBrkr,741,622,1363,0,1,0,3,Avg,6,Typ,0,,Detchd,1966.0,Unf,2,528,Avg,Avg,Y,0,0,0,,,,2010,WD,125500
RL,,8000,,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,GLQ,219,Unf,554,773,GasA,AboveAvg,Y,SBrkr,773,885,1658,1,2,1,3,Avg,8,Typ,1,Avg,Attchd,1995.0,Fin,2,431,Avg,Avg,Y,224,84,0,,,,2008,WD,188000
RM,60.0,6911,,Reg,Lvl,other,Gtl,BrkSide,Feedr,1Fam,1Story,5,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,PConc,Avg,Avg,Mn,LwQ,405,Unf,740,1145,GasA,Avg,Y,SBrkr,1301,0,1301,0,1,0,2,BelowAvg,5,Min1,0,,Detchd,1965.0,Unf,2,440,Avg,Avg,Y,0,0,0,,,,2009,WD,100000
RM,50.0,6000,,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,6,6,1925,1980,Gable,MetalSd,MetalSd,None,0.0,Avg,AboveAvg,BrkTil,Avg,Avg,No,BLQ,397,Unf,706,1103,GasA,AboveAvg,Y,SBrkr,1103,0,1103,0,1,0,2,AboveAvg,5,Typ,1,AboveAvg,Detchd,1976.0,Unf,2,440,Avg,Avg,Y,166,120,0,,MnPrv,,2006,WD,110500
RM,50.0,6000,,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,Unf,0,Unf,884,884,GasA,AboveAvg,Y,SBrkr,884,464,1348,1,1,0,3,Avg,5,Typ,1,BelowAvg,Detchd,1960.0,Unf,1,216,Avg,Avg,N,0,0,0,,,,2009,WD,117000
RM,121.0,17671,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,2Story,8,9,1882,1986,Gable,Wd Sdng,Wd Sdng,None,0.0,AboveAvg,AboveAvg,BrkTil,Avg,Avg,No,BLQ,216,Unf,700,916,GasA,AboveAvg,Y,SBrkr,916,826,1742,0,1,1,4,AboveAvg,8,Typ,1,AboveAvg,Attchd,1925.0,Unf,2,424,Avg,Avg,P,0,169,0,,,,2009,WD,168000
RL,85.0,14191,,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,967,967,GasA,AboveAvg,Y,SBrkr,993,915,1908,0,2,1,4,AboveAvg,9,Typ,0,,Attchd,2002.0,Fin,2,431,Avg,Avg,Y,135,0,0,,,,2010,WD,202900
RL,89.0,10680,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,3,1951,1951,Hip,Wd Sdng,Wd Sdng,BrkFace,44.0,Avg,Avg,CBlock,Avg,BelowAvg,No,LwQ,756,Unf,1380,2136,GasA,Avg,N,FuseA,2136,0,2136,0,2,0,4,Avg,7,Mod,0,,Detchd,1951.0,Unf,2,528,Avg,Avg,Y,0,30,0,,MnPrv,,2006,WD,137900
RL,70.0,9100,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,244.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,1400,Unf,125,1525,GasA,AboveAvg,Y,SBrkr,1525,0,1525,1,2,0,3,AboveAvg,6,Typ,0,,Attchd,2000.0,RFn,2,541,Avg,Avg,Y,219,36,0,,,,2006,WD,235000
RL,72.0,9000,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1956,1956,Gable,Wd Sdng,Wd Sdng,BrkFace,74.0,Avg,Avg,CBlock,AboveAvg,Avg,No,LwQ,616,Unf,580,1196,GasA,AboveAvg,Y,FuseA,1196,0,1196,1,1,0,2,Avg,6,Typ,1,AboveAvg,Attchd,1956.0,RFn,1,297,Avg,Avg,Y,0,44,0,,,,2008,WD,139000
RL,75.0,11235,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,4,5,1963,1979,Gable,HdBoard,HdBoard,BrkFace,51.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,547,Unf,504,1051,GasA,AboveAvg,Y,SBrkr,1382,0,1382,0,1,1,3,Avg,6,Typ,1,BelowAvg,Attchd,1974.0,Unf,2,459,Avg,Avg,Y,0,82,0,,,,2006,WD,148000
RL,,9945,,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1961,1961,Hip,Wd Sdng,Wd Sdng,BrkFace,57.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,827,Unf,161,988,GasA,Avg,Y,SBrkr,988,0,988,1,1,0,3,Avg,5,Typ,0,,Detchd,1963.0,Unf,2,572,Avg,Avg,Y,0,0,0,,,,2007,WD,128500
RL,90.0,11248,,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,9,5,2002,2002,Hip,VinylSd,VinylSd,Stone,215.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,1059,Unf,567,1626,GasA,AboveAvg,Y,SBrkr,1668,0,1668,1,2,0,3,AboveAvg,7,Typ,1,Avg,Attchd,2002.0,Fin,3,702,Avg,Avg,Y,257,45,0,,,,2007,WD,285000
RL,62.0,10106,,Reg,Lvl,Inside,Gtl,Edwards,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,AboveAvg,BrkTil,Avg,Avg,No,ALQ,351,Rec,112,644,GasA,AboveAvg,Y,SBrkr,808,547,1355,1,2,0,4,Avg,6,Typ,0,,,,,0,0,,,Y,140,0,0,,,,2008,WD,127500
RM,75.0,13710,,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,420,Unf,490,910,GasA,Avg,Y,FuseA,910,648,1558,0,1,1,4,Avg,6,Typ,0,,Attchd,1950.0,Unf,1,282,Avg,Avg,Y,289,0,0,,MnPrv,,2007,WD,152000
RL,65.0,6768,,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,6,8,1961,1996,Hip,HdBoard,HdBoard,None,0.0,Avg,AboveAvg,CBlock,Avg,Avg,Mn,GLQ,832,Unf,80,912,GasA,AboveAvg,Y,SBrkr,912,0,912,1,1,0,3,AboveAvg,5,Typ,0,,Detchd,1962.0,Unf,1,288,Avg,Avg,Y,168,0,0,,GdPrv,,2008,WD,142000
RM,32.0,3363,,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,117.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,976,976,GasA,AboveAvg,Y,SBrkr,976,732,1708,0,2,0,3,AboveAvg,7,Maj1,0,,Detchd,2004.0,Unf,2,380,Avg,Avg,Y,0,40,0,,,,2006,WD,130000
RL,75.0,10084,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2004,2005,Gable,VinylSd,VinylSd,Stone,186.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,1369,Unf,317,1686,GasA,AboveAvg,Y,SBrkr,1694,0,1694,1,2,0,3,AboveAvg,7,Typ,1,AboveAvg,Attchd,2004.0,RFn,2,636,Avg,Avg,Y,255,57,0,,,,2007,WD,307000
RL,66.0,16226,,IR3,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,281,Unf,747,1028,GasA,AboveAvg,Y,SBrkr,1210,1242,2452,0,2,1,4,AboveAvg,9,Typ,1,Avg,BuiltIn,1998.0,Fin,2,683,Avg,Avg,Y,208,50,0,,,,2007,WD,267000
RL,75.0,9750,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,5,1967,1967,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,Avg,Avg,Av,ALQ,400,Rec,100,980,GasA,AboveAvg,Y,SBrkr,980,0,980,0,2,0,3,Avg,6,Typ,0,,Attchd,1967.0,Fin,1,384,Avg,Avg,Y,68,0,0,,,,2006,WD,135500
RL,52.0,8741,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,CBlock,Avg,BelowAvg,No,LwQ,94,Unf,641,735,GasA,Avg,Y,FuseA,798,689,1487,0,1,1,3,Avg,7,Typ,1,AboveAvg,Detchd,1949.0,Unf,1,220,Avg,Avg,Y,0,140,0,,MnPrv,,2010,WD,113000
RL,85.0,10625,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,292.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,866,Unf,132,998,GasA,AboveAvg,Y,SBrkr,1006,1040,2046,1,2,1,3,AboveAvg,8,Typ,1,AboveAvg,BuiltIn,2003.0,RFn,3,871,Avg,Avg,Y,320,62,0,,,,2008,WD,284000
RL,67.0,8777,,Reg,Lvl,Inside,Gtl,Edwards,Feedr,1Fam,1Story,5,7,1910,1950,Gable,MetalSd,Wd Sdng,None,0.0,Avg,Avg,CBlock,BelowAvg,Avg,No,Unf,0,Unf,796,796,GasA,AboveAvg,Y,FuseA,796,0,796,0,1,0,2,Avg,4,Typ,0,,,,,0,0,,,P,328,0,0,,MnPrv,,2008,WD,85000
FV,34.0,3230,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,894.0,Avg,Avg,PConc,AboveAvg,Avg,No,GLQ,381,Unf,348,729,GasA,AboveAvg,Y,SBrkr,742,729,1471,0,2,1,3,Avg,6,Typ,0,,Detchd,1999.0,Unf,2,440,Avg,Avg,Y,0,24,0,,,,2009,WD,172500
RL,107.0,11362,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Gable,MetalSd,MetalSd,Stone,42.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Mn,GLQ,1039,Unf,797,1836,GasA,AboveAvg,Y,SBrkr,1836,0,1836,1,2,0,3,AboveAvg,7,Typ,1,AboveAvg,Attchd,2004.0,Fin,3,862,Avg,Avg,Y,125,185,0,,,,2009,WD,280000
RL,74.0,10206,,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,3,3,1952,1952,other,other,other,None,0.0,Avg,Avg,other,,,,,0,,0,0,other,BelowAvg,N,FuseF,944,0,944,0,1,0,2,BelowAvg,4,Min1,0,,Detchd,1956.0,Unf,2,528,Avg,BelowAvg,Y,0,0,0,,,,2009,WD,82000
RL,64.0,10475,,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,72.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,Unf,0,Unf,1694,1694,GasA,AboveAvg,Y,SBrkr,1694,0,1694,0,2,0,3,AboveAvg,7,Typ,0,,Attchd,2008.0,RFn,3,776,Avg,Avg,Y,160,33,0,,,,2010,WD,245350
RL,70.0,10171,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,168.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,2,Unf,1515,1517,GasA,AboveAvg,Y,SBrkr,1535,0,1535,0,2,0,3,AboveAvg,7,Typ,0,,Attchd,2004.0,RFn,2,532,Avg,Avg,Y,0,0,0,,,,2010,WD,214000
RL,55.0,5687,Grvl,Reg,Bnk,Inside,Gtl,other,Norm,2fmCon,2Story,5,6,1912,2000,Gable,VinylSd,VinylSd,None,0.0,Avg,BelowAvg,PConc,Avg,BelowAvg,No,Rec,210,Unf,570,780,GasA,AboveAvg,N,SBrkr,936,780,1716,1,2,0,6,BelowAvg,9,Typ,0,,,,,0,0,,,N,0,184,0,,,,2008,WD,135900
RL,120.0,13728,,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,2Story,6,7,1935,1986,Hip,other,other,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,626,Unf,501,1127,GasA,AboveAvg,Y,SBrkr,1236,872,2108,0,2,0,4,AboveAvg,7,Typ,2,Avg,Basment,1935.0,Unf,2,540,Avg,Avg,Y,0,0,0,,,,2008,WD,235000
RL,66.0,8923,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1953,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,643,Unf,365,1008,GasA,AboveAvg,Y,SBrkr,1008,0,1008,1,1,0,2,AboveAvg,6,Typ,0,,Attchd,1953.0,Unf,1,240,Avg,Avg,Y,0,18,0,,,,2007,WD,134500
RL,55.0,7892,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,Plywood,Plywood,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,No,Unf,0,Unf,918,918,GasA,Avg,Y,SBrkr,918,0,918,0,2,0,2,Avg,5,Typ,1,Avg,Attchd,1979.0,Unf,1,264,Avg,Avg,Y,28,0,0,,,,2010,WD,99500
RL,57.0,6420,,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,7,1952,1952,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,PConc,AboveAvg,AboveAvg,Mn,LwQ,210,ALQ,219,980,GasA,BelowAvg,Y,FuseA,1148,0,1148,0,1,0,2,Avg,6,Typ,0,,Detchd,1952.0,Unf,1,308,Avg,Avg,Y,0,0,0,,,,2006,WD,123500
RH,60.0,8400,,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,1Story,5,5,1977,1977,Gable,Plywood,Plywood,BrkFace,320.0,Avg,Avg,other,,,,,0,,0,0,GasA,Avg,Y,SBrkr,2020,0,2020,0,2,0,4,Avg,10,Typ,2,Avg,Detchd,1977.0,Unf,2,630,Avg,Avg,Y,0,0,0,,,,2007,WD,144000
RL,89.0,12461,,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,1Story,8,5,1994,1995,Gable,other,other,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,1456,Unf,168,1624,GasA,AboveAvg,Y,SBrkr,1624,0,1624,1,2,0,2,AboveAvg,5,Typ,1,BelowAvg,Attchd,1994.0,RFn,3,757,Avg,Avg,Y,0,114,0,,GdPrv,,2006,WD,262000
RL,70.0,8400,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,6,1980,1981,Gable,HdBoard,HdBoard,BrkFace,130.0,Avg,Avg,CBlock,AboveAvg,Avg,No,Unf,0,Unf,650,650,GasA,Avg,Y,SBrkr,888,676,1564,0,2,1,3,Avg,7,Typ,1,Avg,Attchd,1980.0,Unf,2,476,Avg,Avg,Y,0,50,0,,MnPrv,,2010,WD,171000
